millis, stampunix, datetime, K30_CO2, CH4smV, Vbat, SHT_RH, SHT_temp, AQUA_Flux1 
2941190, 1776770277, 2026/04/21 11:17:57, 485, 615.2, 2373.0, 14.0, 23.0, 1
2951263, 1776770287, 2026/04/21 11:18:07, 485, 620.1, 2392.6, 14.1, 23.1, 1
2961336, 1776770298, 2026/04/21 11:18:18, 485, 620.1, 2387.7, 14.0, 22.9, 1
2971409, 1776770308, 2026/04/21 11:18:28, 486, 620.1, 2387.7, 14.0, 23.1, 1
2981482, 1776770318, 2026/04/21 11:18:38, 486, 620.1, 2397.5, 14.0, 23.0, 1
2991555, 1776770328, 2026/04/21 11:18:48, 486, 620.1, 2392.6, 14.1, 23.0, 1
3001630, 1776770338, 2026/04/21 11:18:58, 486, 620.1, 2402.3, 14.1, 23.0, 1
3011703, 1776770348, 2026/04/21 11:19:08, 487, 620.1, 2397.5, 14.1, 23.0, 1
3021776, 1776770358, 2026/04/21 11:19:18, 487, 620.1, 2402.3, 14.0, 23.1, 1
3031849, 1776770368, 2026/04/21 11:19:28, 488, 620.1, 2402.3, 14.0, 23.0, 1
3041922, 1776770378, 2026/04/21 11:19:38, 489, 620.1, 2402.3, 14.2, 23.0, 1
3051995, 1776770388, 2026/04/21 11:19:48, 489, 620.1, 2402.3, 14.1, 23.0, 1
3062068, 1776770399, 2026/04/21 11:19:59, 489, 620.1, 2397.5, 14.2, 23.0, 1
3072144, 1776770409, 2026/04/21 11:20:09, 490, 620.1, 2397.5, 14.2, 23.0, 1
3082217, 1776770419, 2026/04/21 11:20:19, 490, 620.1, 2402.3, 14.2, 23.1, 1
3092290, 1036926483, 2000/27/00 35:08:03, 490, 629.9, 2407.2, 14.4, 23.0, 1
Chamber is OPEN
3122479, 1776770459, 2026/04/21 11:20:59, 490, 625.0, 2485.4, 14.3, 23.0, 1
3132706, 1776770469, 2026/04/21 11:21:09, 490, 620.1, 2421.9, 14.4, 23.1, 1
3142781, 1776770479, 2026/04/21 11:21:19, 490, 620.1, 2407.2, 14.4, 23.0, 1
3152857, 1776770490, 2026/04/21 11:21:30, 489, 620.1, 2412.1, 14.4, 23.0, 1
3162930, 1776770500, 2026/04/21 11:21:40, 489, 620.1, 2407.2, 14.4, 23.1, 1
3173003, 1776770510, 2026/04/21 11:21:50, 489, 620.1, 2407.2, 14.8, 23.0, 1
3183076, 1776770520, 2026/04/21 11:22:00, 489, 620.1, 2412.1, 14.9, 23.1, 1
3193149, 1776770530, 2026/04/21 11:22:10, 489, 620.1, 2412.1, 14.6, 23.0, 1
3203222, 1776770540, 2026/04/21 11:22:20, 489, 625.0, 2402.3, 14.4, 23.1, 1
3213295, 1776770550, 2026/04/21 11:22:30, 489, 625.0, 2407.2, 14.5, 23.1, 1
3223371, 1776770560, 2026/04/21 11:22:40, 489, 625.0, 2407.2, 14.1, 23.1, 1
3233444, 1776770570, 2026/04/21 11:22:50, 489, 625.0, 2412.1, 14.2, 23.1, 1
Chamber is CLOSED
3263521, 1776770600, 2026/04/21 11:23:20, 489, 625.0, 2465.8, 14.2, 23.0, 1
3273592, 1776770611, 2026/04/21 11:23:31, 489, 625.0, 2421.9, 14.4, 23.0, 1
3283665, 1776770621, 2026/04/21 11:23:41, 489, 625.0, 2412.1, 14.1, 23.0, 1
3293738, 1776770631, 2026/04/21 11:23:51, 489, 620.1, 2407.2, 14.1, 23.0, 1
3303814, 1776770641, 2026/04/21 11:24:01, 489, 625.0, 2402.3, 14.2, 23.0, 1
3313887, 1776770651, 2026/04/21 11:24:11, 488, 625.0, 2407.2, 14.2, 23.1, 1
3323960, 1776770661, 2026/04/21 11:24:21, 488, 620.1, 2412.1, 14.1, 23.0, 1
3334035, 1776770671, 2026/04/21 11:24:31, 487, 625.0, 2412.1, 14.0, 23.0, 1
3344108, 1776770681, 2026/04/21 11:24:41, 487, 620.1, 2412.1, 13.9, 23.0, 1
3354181, 1776770691, 2026/04/21 11:24:51, 486, 620.1, 2412.1, 13.8, 23.1, 1
3364254, 1776770701, 2026/04/21 11:25:01, 486, 625.0, 2402.3, 13.9, 23.0, 1
3374330, 1776770712, 2026/04/21 11:25:12, 485, 620.1, 2402.3, 13.9, 23.1, 1
3384403, 1776770722, 2026/04/21 11:25:22, 485, 625.0, 2402.3, 13.9, 23.2, 1
3394476, 1776770732, 2026/04/21 11:25:32, 486, 625.0, 2402.3, 14.0, 23.1, 1
3404549, 1776770742, 2026/04/21 11:25:42, 486, 620.1, 2412.1, 13.8, 23.0, 1
3414622, 1776770752, 2026/04/21 11:25:52, 486, 634.8, 2412.1, 13.9, 23.1, 1
3424793, 1776770762, 2026/04/21 11:26:02, 486, 620.1, 2412.1, 13.9, 23.1, 1
3434892, 1776770772, 2026/04/21 11:26:12, 486, 620.1, 2407.2, 13.9, 23.1, 1
3444965, 1776770782, 2026/04/21 11:26:22, 486, 620.1, 2407.2, 13.9, 23.1, 1
3455038, 1776770792, 2026/04/21 11:26:32, 486, 620.1, 2412.1, 13.7, 23.1, 1
3465111, 1776770803, 2026/04/21 11:26:43, 485, 620.1, 2407.2, 13.7, 23.1, 1
3475184, 1776770813, 2026/04/21 11:26:53, 485, 620.1, 2402.3, 13.8, 23.1, 1
3485257, 1776770823, 2026/04/21 11:27:03, 485, 620.1, 2412.1, 13.9, 23.1, 1
3495330, 1776770833, 2026/04/21 11:27:13, 485, 620.1, 2412.1, 13.8, 23.1, 1
3505408, 1776770843, 2026/04/21 11:27:23, 485, 620.1, 2407.2, 13.7, 23.0, 1
3515481, 1776770853, 2026/04/21 11:27:33, 485, 620.1, 2402.3, 13.7, 23.2, 1
3525554, 1776770863, 2026/04/21 11:27:43, 485, 625.0, 2407.2, 13.9, 23.1, 1
3535627, 1776770873, 2026/04/21 11:27:53, 485, 625.0, 2402.3, 13.7, 23.1, 1
3545700, 1776770883, 2026/04/21 11:28:03, 485, 620.1, 2412.1, 13.7, 23.1, 1
3555773, 1776770893, 2026/04/21 11:28:13, 485, 620.1, 2402.3, 13.7, 23.1, 1
3565846, 1776770903, 2026/04/21 11:28:23, 485, 620.1, 2412.1, 13.8, 23.1, 1
3575922, 1776770914, 2026/04/21 11:28:34, 484, 620.1, 2412.1, 13.7, 23.1, 1
3585995, 1776770924, 2026/04/21 11:28:44, 484, 620.1, 2402.3, 13.7, 23.1, 1
3596068, 1776770934, 2026/04/21 11:28:54, 484, 620.1, 2397.5, 13.7, 23.2, 1
3606141, 1776770944, 2026/04/21 11:29:04, 484, 620.1, 2895.5, 13.7, 23.1, 1
3616214, 1776770954, 2026/04/21 11:29:14, 484, 620.1, 2548.8, 13.6, 23.1, 1
3626287, 1776770964, 2026/04/21 11:29:24, 484, 620.1, 2465.8, 13.8, 23.1, 1
3636362, 1776770974, 2026/04/21 11:29:34, 484, 620.1, 2431.6, 13.7, 23.0, 1
3646435, 1776770984, 2026/04/21 11:29:44, 484, 620.1, 2426.8, 13.9, 23.1, 1
3656508, 1776770994, 2026/04/21 11:29:54, 484, 620.1, 2412.1, 13.9, 23.0, 1
3666581, 1776771004, 2026/04/21 11:30:04, 484, 620.1, 2417.0, 13.7, 23.1, 1
3676654, 1776771015, 2026/04/21 11:30:15, 483, 620.1, 2407.2, 13.8, 23.1, 1
3686729, 1776771025, 2026/04/21 11:30:25, 483, 620.1, 2407.2, 13.7, 23.1, 1
3696802, 1776771035, 2026/04/21 11:30:35, 484, 620.1, 2407.2, 13.8, 23.0, 1
3706878, 1776771045, 2026/04/21 11:30:45, 484, 620.1, 2402.3, 13.7, 23.1, 1
3716951, 1776771055, 2026/04/21 11:30:55, 484, 634.8, 2187.5, 13.7, 23.1, 1
3727120, 1776771065, 2026/04/21 11:31:05, 484, 620.1, 2104.5, 13.8, 23.1, 1
3737218, 1776771075, 2026/04/21 11:31:15, 484, 620.1, 2475.6, 13.8, 23.1, 1
Chamber is OPEN
3767295, 1776771105, 2026/04/21 11:31:45, 503, 620.1, 2480.5, 14.5, 23.1, 1
3777366, 1776771115, 2026/04/21 11:31:55, 516, 625.0, 2485.4, 14.4, 23.1, 1
3787439, 1776771126, 2026/04/21 11:32:06, 529, 625.0, 2446.3, 14.5, 23.1, 1
3797515, 1776771136, 2026/04/21 11:32:16, 533, 625.0, 1855.5, 14.6, 23.1, 1
3807588, 1776771146, 2026/04/21 11:32:26, 534, 625.0, 2475.6, 14.7, 23.0, 1
3817661, 1776771156, 2026/04/21 11:32:36, 533, 625.0, 2402.3, 14.6, 23.0, 1
3827734, 1776771166, 2026/04/21 11:32:46, 532, 629.9, 2334.0, 14.7, 23.1, 1
3837807, 1776771176, 2026/04/21 11:32:56, 529, 629.9, 2431.6, 14.8, 23.3, 1
3847880, 1776771186, 2026/04/21 11:33:06, 529, 629.9, 2236.3, 14.8, 23.3, 1
3857956, 1776771196, 2026/04/21 11:33:16, 529, 625.0, 2417.0, 14.7, 23.4, 1
3868029, 1776771206, 2026/04/21 11:33:26, 528, 629.9, 2285.2, 14.7, 23.2, 1
3878104, 1776771216, 2026/04/21 11:33:36, 529, 634.8, 2387.7, 14.7, 23.3, 1
Chamber is CLOSED
3908181, 1776771247, 2026/04/21 11:34:07, 526, 634.8, 2402.3, 15.0, 23.1, 1
3918252, 1776771257, 2026/04/21 11:34:17, 525, 634.8, 2465.8, 14.7, 23.1, 1
3928325, 1776771267, 2026/04/21 11:34:27, 524, 634.8, 2304.7, 14.7, 23.1, 1
3938398, 1776771277, 2026/04/21 11:34:37, 522, 634.8, 2216.8, 14.7, 23.0, 1
3948474, 1776771287, 2026/04/21 11:34:47, 522, 634.8, 2387.7, 14.7, 23.2, 1
3958547, 1776771297, 2026/04/21 11:34:57, 522, 634.8, 2431.6, 14.9, 23.3, 1
3968620, 1776771307, 2026/04/21 11:35:07, 521, 634.8, 2319.3, 14.8, 23.2, 1
3978693, 1776771317, 2026/04/21 11:35:17, 522, 634.8, 2470.7, 14.9, 23.1, 1
3988766, 1776771327, 2026/04/21 11:35:27, 521, 629.9, 2172.9, 14.9, 23.0, 1
3998839, 1776771337, 2026/04/21 11:35:37, 521, 634.8, 2734.4, 14.8, 23.1, 1
4008915, 1776771348, 2026/04/21 11:35:48, 522, 644.5, 2685.5, 14.7, 23.0, 1
4018988, 1776771358, 2026/04/21 11:35:58, 524, 634.8, 2485.4, 14.9, 23.1, 1
4029061, 1776771368, 2026/04/21 11:36:08, 528, 634.8, 2954.1, 14.7, 23.1, 1
4039134, 1776771378, 2026/04/21 11:36:18, 533, 639.6, 2988.3, 14.7, 23.2, 1
4049207, 1776771388, 2026/04/21 11:36:28, 538, 639.6, 2646.5, 14.9, 23.1, 1
4059280, 1776771398, 2026/04/21 11:36:38, 539, 639.6, 1313.5, 14.9, 23.1, 1
4069453, 1776771408, 2026/04/21 11:36:48, 540, 634.8, 1557.6, 15.0, 23.0, 1
4079553, 1776771418, 2026/04/21 11:36:58, 538, 634.8, 2265.6, 14.8, 23.1, 1
4089627, 1776771429, 2026/04/21 11:37:09, 537, 639.6, 1694.3, 14.6, 23.0, 1
4099700, 1776771439, 2026/04/21 11:37:19, 536, 634.8, 1235.4, 15.2, 23.1, 1
4109773, 1776771449, 2026/04/21 11:37:29, 538, 629.9, 2319.3, 15.5, 23.1, 1
4119846, 1776771459, 2026/04/21 11:37:39, 542, 629.9, 1289.1, 15.8, 23.2, 1
4129919, 1776771469, 2026/04/21 11:37:49, 541, 625.0, 1669.9, 15.8, 23.2, 1
4139992, 1776771479, 2026/04/21 11:37:59, 537, 625.0, 1508.8, 15.5, 23.1, 1
4150068, 1776771489, 2026/04/21 11:38:09, 529, 620.1, 2504.9, 14.6, 22.1, 1
4160141, 1776771499, 2026/04/21 11:38:19, 521, 590.8, 2251.0, 14.8, 19.3, 1
4170214, 1776771509, 2026/04/21 11:38:29, 513, 561.5, 2348.6, 15.5, 18.1, 1
4180287, 1776771519, 2026/04/21 11:38:39, 505, 546.9, 2138.7, 16.6, 17.6, 1
4190360, 1776771529, 2026/04/21 11:38:49, 498, 537.1, 4555.7, 17.0, 17.8, 1
4200433, 1776771540, 2026/04/21 11:39:00, 497, 542.0, 3720.7, 19.3, 18.3, 1
4210509, 1776771550, 2026/04/21 11:39:10, 499, 551.8, 3115.2, 19.0, 19.3, 1
4220582, 1776771560, 2026/04/21 11:39:20, 503, 571.3, 2817.4, 17.9, 19.9, 1
4230655, 1776771570, 2026/04/21 11:39:30, 507, 581.1, 2670.9, 17.6, 20.4, 1
4240728, 1776771580, 2026/04/21 11:39:40, 510, 590.8, 2578.1, 17.5, 20.6, 1
4250803, 1776771590, 2026/04/21 11:39:50, 512, 595.7, 2548.8, 17.3, 20.8, 1
4260876, 1776771600, 2026/04/21 11:40:00, 516, 605.5, 2500.0, 17.1, 21.0, 1
4270949, 1776771610, 2026/04/21 11:40:10, 518, 610.4, 2475.6, 17.0, 21.1, 1
4281025, 1776771620, 2026/04/21 11:40:20, 521, 620.1, 2475.6, 16.8, 21.0, 1
4291098, 1776771630, 2026/04/21 11:40:30, 523, 625.0, 2446.3, 16.9, 21.1, 1
4301171, 1776771641, 2026/04/21 11:40:41, 525, 629.9, 2412.1, 16.9, 21.2, 1
4311244, 1776771651, 2026/04/21 11:40:51, 529, 629.9, 2451.2, 16.9, 21.3, 1
4321317, 1776771661, 2026/04/21 11:41:01, 530, 639.6, 2446.3, 16.8, 21.3, 1
4331390, 1776771671, 2026/04/21 11:41:11, 533, 634.8, 2426.8, 17.1, 21.3, 1
4341465, 1776771681, 2026/04/21 11:41:21, 537, 639.6, 2417.0, 17.0, 21.4, 1
4351538, 1776771691, 2026/04/21 11:41:31, 544, 644.5, 2407.2, 17.1, 21.5, 1
4361611, 1776771701, 2026/04/21 11:41:41, <<<I2C_RECOVERY>>>
4372969, 1776771713, 2026/04/21 11:41:53, 561, 644.5, 2460.9, 17.3, 21.4, 1
4383042, 1776771723, 2026/04/21 11:42:03, 571, 649.4, 2441.4, 17.3, 21.4, 1
Chamber is OPEN
4413119, 1776771753, 2026/04/21 11:42:33, 639, 649.4, 2490.2, 17.7, 21.4, 1
4423190, 1776771763, 2026/04/21 11:42:43, 646, 654.3, 2451.2, 17.7, 21.4, 1
4433266, 1776771773, 2026/04/21 11:42:53, 645, 654.3, 2407.2, 18.0, 21.5, 1
4443341, 1776771783, 2026/04/21 11:43:03, 649, 654.3, 2421.9, 17.8, 21.6, 1
4453414, 1776771793, 2026/04/21 11:43:13, 666, 654.3, 2397.5, 17.9, 21.4, 1
4463487, 1776771803, 2026/04/21 11:43:23, 680, 654.3, 2412.1, 18.1, 21.5, 1
4473560, 1776771813, 2026/04/21 11:43:33, 683, 659.2, 2417.0, 18.0, 21.5, 1
4483633, 1776771823, 2026/04/21 11:43:43, 682, 659.2, 2387.7, 18.3, 21.4, 1
4493706, 1776771834, 2026/04/21 11:43:54, 689, 659.2, 2402.3, 18.5, 21.4, 1
4503782, 1036963863, 2000/27/00 44:91:03, 710, 668.9, 2392.6, 18.7, 21.5, 1
4513969, 1776771854, 2026/04/21 11:44:14, 737, 659.2, 2402.3, 18.8, 21.5, 1
4524042, 1776771864, 2026/04/21 11:44:24, 749, 659.2, 2402.3, 18.9, 21.5, 1
Chamber is CLOSED
4554119, 1776771894, 2026/04/21 11:44:54, 818, 664.1, 2480.5, 19.4, 21.5, 1
4564190, 1776771904, 2026/04/21 11:45:04, 851, 664.1, 2431.6, 19.6, 21.5, 1
4574263, 1776771914, 2026/04/21 11:45:14, 881, 668.9, 1264.6, 19.5, 21.5, 1
4584347, 1776771924, 2026/04/21 11:45:24, 877, 659.2, 1840.8, 18.1, 20.5, 1
4594420, 1776771935, 2026/04/21 11:45:35, 758, 634.8, 2031.2, 16.5, 19.1, 1
4604493, 1776771945, 2026/04/21 11:45:45, 628, 605.5, 2622.1, 16.5, 17.8, 1
4614566, 1776771955, 2026/04/21 11:45:55, 560, 585.9, 2451.2, 17.2, 17.0, 1
4624641, 1776771965, 2026/04/21 11:46:05, 523, 566.4, 3867.2, 18.0, 16.9, 1
4634714, 1776771975, 2026/04/21 11:46:15, 509, 561.5, 1176.8, 18.4, 17.1, 1
4644787, 1776771985, 2026/04/21 11:46:25, 501, 566.4, 2011.7, 18.0, 17.3, 1
4654863, 1776771995, 2026/04/21 11:46:35, 491, 561.5, 2348.6, 17.6, 16.0, 1
4664936, 1776772005, 2026/04/21 11:46:45, 488, 546.9, 2519.5, 18.2, 15.7, 1
4675009, 1776772015, 2026/04/21 11:46:55, 488, 537.1, 2597.7, 18.3, 14.9, 1
4685082, 1776772025, 2026/04/21 11:47:05, 487, 527.3, 2758.8, 19.5, 14.2, 1
4695155, 1776772036, 2026/04/21 11:47:16, 486, 527.3, 2529.3, 19.9, 15.0, 1
4705228, 1776772046, 2026/04/21 11:47:26, 484, 532.2, 2255.9, 19.3, 15.0, 1
4715303, 1776772056, 2026/04/21 11:47:36, 484, 532.2, 2700.2, 18.9, 15.5, 1
4725376, 1776772066, 2026/04/21 11:47:46, 484, 537.1, 2133.8, 19.0, 15.9, 1
4735449, 1776772076, 2026/04/21 11:47:56, 485, 537.1, 4389.6, 19.1, 15.6, 1
4745522, 1776772086, 2026/04/21 11:48:06, 487, 546.9, 3720.7, 20.5, 15.9, 1
4755595, 1776772096, 2026/04/21 11:48:16, 487, 556.6, 3525.4, 21.0, 16.0, 1
4765668, 1776772106, 2026/04/21 11:48:26, 488, 561.5, 3105.5, 22.6, 16.1, 1
4775741, 1776772116, 2026/04/21 11:48:36, 487, 571.3, 2929.7, 22.7, 16.4, 1
4785817, 1776772126, 2026/04/21 11:48:46, 487, 585.9, 2880.9, 22.2, 16.6, 1
4795892, 1776772136, 2026/04/21 11:48:56, 487, 590.8, 2500.0, 22.4, 16.8, 1
4805965, 1776772147, 2026/04/21 11:49:07, 487, 600.6, 2495.1, 22.9, 16.7, 1
4816038, 1776772157, 2026/04/21 11:49:17, 486, 605.5, 1279.3, 23.5, 16.5, 1
4826111, 1036981323, 2000/27/00 49:82:03, 485, 605.5, 3022.5, 22.0, 15.3, 1
4836294, 1776772177, 2026/04/21 11:49:37, 485, 576.2, 1425.8, 21.6, 14.6, 1
4846367, 1776772187, 2026/04/21 11:49:47, 485, 566.4, 1513.7, 21.9, 14.2, 1
4856443, 1776772197, 2026/04/21 11:49:57, 485, 561.5, 1523.4, 22.9, 14.5, 1
4866516, 1776772207, 2026/04/21 11:50:07, 483, 551.8, 1743.2, 23.2, 14.4, 1
4876589, 1776772217, 2026/04/21 11:50:17, 484, 551.8, 1484.4, 23.3, 14.2, 1
4886662, 1776772227, 2026/04/21 11:50:27, 482, 556.6, 1450.2, 23.2, 14.5, 1
4896735, 1776772238, 2026/04/21 11:50:38, 482, 566.4, 1293.9, 23.5, 14.2, 1
4906808, 1776772248, 2026/04/21 11:50:48, 482, 566.4, 3554.7, 23.9, 14.4, 1
4916883, 1776772258, 2026/04/21 11:50:58, 481, 561.5, 3364.3, 24.7, 14.1, 1
4926956, 1776772268, 2026/04/21 11:51:08, 482, 566.4, 2778.3, 25.0, 13.8, 1
4937029, 1776772278, 2026/04/21 11:51:18, 482, 566.4, 2954.1, 25.7, 13.5, 1
4947102, 1776772288, 2026/04/21 11:51:28, 482, 561.5, 2197.3, 26.7, 13.4, 1
4957175, 1776772298, 2026/04/21 11:51:38, 482, 556.6, 2128.9, 27.1, 13.1, 1
4967248, 1776772308, 2026/04/21 11:51:48, 482, 551.8, 1455.1, 26.4, 13.0, 1
4977323, 1776772318, 2026/04/21 11:51:58, 482, 556.6, 2465.8, 25.0, 13.3, 1
4987398, 1776772328, 2026/04/21 11:52:08, 482, 561.5, 2085.0, 24.7, 13.4, 1
4997471, 1776772339, 2026/04/21 11:52:19, 482, 566.4, 2197.3, 24.7, 13.6, 1
5007544, 1776772349, 2026/04/21 11:52:29, 482, 571.3, 1909.2, 24.7, 13.8, 1
5017617, 1776772359, 2026/04/21 11:52:39, 482, 585.9, 1752.9, 25.0, 13.9, 1
Chamber is OPEN
5045623, 1776772387, 2026/04/21 11:53:07, 482, 561.5, 1704.1, 27.7, 12.2, 1
5055694, 1776772397, 2026/04/21 11:53:17, 483, 561.5, 2348.6, 27.7, 12.1, 1
Chamber is CLOSED
5078701, 1776772420, 2026/04/21 11:53:40, 483, 571.3, 1645.5, 27.7, 12.6, 1
5088772, 1776772430, 2026/04/21 11:53:50, 484, 576.2, 2666.0, 27.6, 12.7, 1
5098845, 1776772440, 2026/04/21 11:54:00, 484, 576.2, 2080.1, 27.4, 12.6, 1
5108918, 1776772450, 2026/04/21 11:54:10, 485, 585.9, 2338.9, 27.8, 12.8, 1
5118991, 1776772460, 2026/04/21 11:54:20, 486, 590.8, 2260.7, 29.2, 12.7, 1
5129064, 1776772470, 2026/04/21 11:54:30, 485, 600.6, 2041.0, 28.4, 12.4, 1
5139137, 1776772481, 2026/04/21 11:54:41, 485, 600.6, 2002.0, 27.5, 12.5, 1
5149213, 1776772491, 2026/04/21 11:54:51, 485, 585.9, 1923.8, 26.9, 11.9, 1
5159286, 1776772501, 2026/04/21 11:55:01, 485, 585.9, 1650.4, 27.5, 12.0, 1
5169359, 1776772511, 2026/04/21 11:55:11, 485, 590.8, 1748.0, 28.3, 12.2, 1
5179434, 1776772521, 2026/04/21 11:55:21, 485, 595.7, 1762.7, 27.4, 12.3, 1
5189507, 1036998483, 2000/27/00 55:08:03, 485, 600.6, 3369.1, 2.8, -22.4, 1
5199653, 1036999803, 2000/27/00 55:30:03, 485, 605.5, 3598.6, 2.7, -22.4, 1
5209799, 1037001423, 2000/27/00 55:57:03, 485, 605.5, 3017.6, 2.9, -22.4, 1
5219948, 1037003103, 2000/27/00 55:85:03, 485, 605.5, 2734.4, 3.0, -22.4, 1
5230094, 1037004363, 2000/27/00 55:106:03, 485, 605.5, 2514.6, 3.0, -22.4, 1
5240240, 1037006043, 2000/27/00 55:134:03, 486, 605.5, 2348.6, 3.3, -22.4, 1
5250386, 1037007363, 2000/27/00 55:156:03, 486, 605.5, 2265.6, 3.3, -22.4, 1
5260532, 1036981383, 2000/27/00 50:23:03, <<<I2C_RECOVERY>>>
5271757, 1776772613, 2026/04/21 11:56:53, 486, 610.4, 1679.7, 25.8, 12.1, 1
5281832, 1776772624, 2026/04/21 11:57:04, 487, 605.5, 2128.9, 27.1, 11.8, 1
5291905, 1776772634, 2026/04/21 11:57:14, 487, 615.2, 1948.2, 27.6, 12.0, 1
5301978, 1776772644, 2026/04/21 11:57:24, 487, 620.1, 2138.7, 28.6, 12.1, 1
5312051, 1776772654, 2026/04/21 11:57:34, 487, 625.0, 2143.6, 28.0, 12.2, 1
5322124, 1776772664, 2026/04/21 11:57:44, 487, 625.0, 2168.0, 27.9, 12.1, 1
5332197, 1776772674, 2026/04/21 11:57:54, 487, 629.9, 2119.1, 27.7, 12.2, 1
5342270, 1776772684, 2026/04/21 11:58:04, 487, 629.9, 1899.4, 27.4, 12.3, 1
5352348, 1776772694, 2026/04/21 11:58:14, 487, 625.0, 1801.8, 27.7, 12.1, 1
5362421, 1776772704, 2026/04/21 11:58:24, 487, 615.2, 2011.7, 27.7, 12.1, 1
5372494, 1776772714, 2026/04/21 11:58:34, 487, 615.2, 2006.8, 28.3, 11.7, 1
5382567, 1776772725, 2026/04/21 11:58:45, 487, 610.4, 1967.8, 29.3, 11.7, 1
5392640, 1776772735, 2026/04/21 11:58:55, 487, 620.1, 1953.1, 29.8, 11.8, 1
5402713, 1776772745, 2026/04/21 11:59:05, 486, 634.8, 1962.9, 29.8, 11.9, 1
5412876, 1776772755, 2026/04/21 11:59:15, 487, 615.2, 1982.4, 30.2, 11.9, 1
5422976, 1776772765, 2026/04/21 11:59:25, 487, 605.5, 2216.8, 28.9, 11.6, 1
5433049, 1776772775, 2026/04/21 11:59:35, 487, 595.7, 1923.8, 29.1, 11.6, 1
5443122, 1776772785, 2026/04/21 11:59:45, 487, 590.8, 1894.5, 28.6, 11.4, 1
5453195, 1776772795, 2026/04/21 11:59:55, 487, 581.1, 1865.2, 29.7, 11.4, 1
5463268, 1776772805, 2026/04/21 12:00:05, 487, 585.9, 1914.1, 30.7, 11.4, 1
5473341, 1776772816, 2026/04/21 12:00:16, 487, 595.7, 1948.2, 31.9, 11.0, 1
5483417, 1776772826, 2026/04/21 12:00:26, 487, 605.5, 1816.4, 32.2, 11.3, 1
5493490, 1776772836, 2026/04/21 12:00:36, 487, 605.5, 1318.4, 33.7, 11.0, 1
5503563, 1776772846, 2026/04/21 12:00:46, 488, 590.8, 2612.3, 31.7, 10.7, 1
5513636, 1776772856, 2026/04/21 12:00:56, 488, 571.3, 3100.6, 29.6, 10.1, 1
5523709, 1776772866, 2026/04/21 12:01:06, 488, 551.8, 2597.7, 30.0, 10.3, 1
5533784, 1776772876, 2026/04/21 12:01:16, 488, 556.6, 2202.1, 30.2, 10.5, 1
5543857, 1776772886, 2026/04/21 12:01:26, 488, 561.5, 2050.8, 31.2, 10.6, 1
5553933, 1776772896, 2026/04/21 12:01:36, 487, 571.3, 2094.7, 32.6, 10.8, 1
Chamber is OPEN
5584009, 1776772926, 2026/04/21 12:02:06, 487, 581.1, 1943.4, 32.6, 10.0, 1
5594080, 1776772937, 2026/04/21 12:02:17, 486, 561.5, 1826.2, 33.1, 9.3, 1
5604152, 1776772947, 2026/04/21 12:02:27, 485, 537.1, 1757.8, 33.0, 8.6, 1
5614224, 1776772957, 2026/04/21 12:02:37, 486, 512.7, 2041.0, 32.6, 8.6, 1
5624297, 1776772967, 2026/04/21 12:02:47, 486, 502.9, 1679.7, 32.1, 8.3, 1
5634372, 1776772977, 2026/04/21 12:02:57, 486, 502.9, 1660.2, 33.1, 8.5, 1
5644445, 1776772987, 2026/04/21 12:03:07, 487, 507.8, 1655.3, 32.6, 8.3, 1
5654518, 1776772997, 2026/04/21 12:03:17, 488, 502.9, 1611.3, 32.6, 8.0, 1
5664591, 1776773007, 2026/04/21 12:03:27, 487, 493.2, 1674.8, 32.2, 7.7, 1
5674664, 1776773017, 2026/04/21 12:03:37, 488, 488.3, 1635.7, 31.4, 7.4, 1
5684737, 1776773027, 2026/04/21 12:03:47, 488, 483.4, 1557.6, 31.3, 7.5, 1
5694810, 1776773038, 2026/04/21 12:03:58, 488, 488.3, 1586.9, 32.8, 7.8, 1
Chamber is CLOSED
5724890, 1776773068, 2026/04/21 12:04:28, 488, 512.7, 1347.7, 32.0, 8.4, 1
5736042, 1776773079, 2026/04/21 12:04:39, 488, 532.2, 1318.4, 31.8, 8.4, 1
5740118, 1776773083, 2026/04/21 12:04:43, 488, 532.2, 1318.4, 31.3, 8.3, 1
5744190, 1776773087, 2026/04/21 12:04:47, 488, 537.1, 1323.2, 31.4, 8.4, 1
5748262, 1776773091, 2026/04/21 12:04:51, 488, 537.1, 1303.7, 31.6, 8.5, 1
5752334, 1776773095, 2026/04/21 12:04:55, 488, 532.2, 1313.5, 31.6, 8.5, 1
5756406, 1776773099, 2026/04/21 12:04:59, 488, 537.1, 1323.2, 31.6, 8.6, 1
5760481, 1776773103, 2026/04/21 12:05:03, 488, 542.0, 3823.2, 31.9, 8.6, 1
5764553, 1776773107, 2026/04/21 12:05:07, 488, 546.9, 3374.0, 32.8, 8.6, 1
5768626, 1776773112, 2026/04/21 12:05:12, 487, 542.0, 1210.9, 33.1, 8.6, 1
5772699, 1776773116, 2026/04/21 12:05:16, 487, 546.9, 1245.1, 32.3, 8.6, 1
5776772, 1776773120, 2026/04/21 12:05:20, 487, 556.6, 1611.3, 31.3, 8.6, 1
5780845, 1776773124, 2026/04/21 12:05:24, 487, 551.8, 1323.2, 30.6, 8.6, 1
5784920, 1776773128, 2026/04/21 12:05:28, 487, 556.6, 1689.5, 29.8, 8.3, 1
